product_id,place_id,product,product_description,product_type,price
2737,21,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,900
2738,21,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,900
2739,21,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,500
2740,21,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,600
2741,21,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,500
2742,21,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,600
2743,21,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,700
2744,21,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,900
2745,21,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,500
2746,22, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,900
2747,22,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,800
2748,22,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,800
2749,22,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,800
2750,22,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,700
2751,22,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,700
2752,22,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,800
2753,22,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,500
2754,22,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,700
2755,22,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,600
2756,22,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,700
2757,22,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,500
2758,23,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,600
2759,23,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,600
2760,23, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,500
2761,23,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,500
2762,23,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,700
2763,23,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,900
2764,23,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,600
2765,23,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,800
2766,23,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,900
2767,23,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,500
2768,23,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,600
2769,23,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,900
2770,23,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,500
2771,23,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,600
2772,24,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,600
2773,24,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,600
2774,24,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,800
2775,24, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,600
2776,24,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,900
2777,24,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,900
2778,24,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,700
2779,24,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,500
2780,24,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,800
2781,24,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,500
2782,24,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,900
2783,24,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,800
2784,24,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,900
2785,25,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,500
2786,25,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,700
2787,25,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,600
2788,25,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,900
2789,25,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,800
2790,25,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,800
2791,25,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,900
2792,25,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,500
2793,25,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,900
2794,25,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,700
2795,25,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,800
2796,25,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,700
2797,25, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,800
2798,26,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,800
2799,26,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,900
2800,26,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,900
2801,26,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,500
2802,26,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,800
2803,26,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,800
2804,26,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,500
2805,26,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,800
2806,26, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,500
2807,26,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,600
2808,26,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,600
2809,26,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,700
2810,26,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,800
2811,26,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,800
2812,27,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,900
2813,27,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,700
2814,27,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,900
2815,27,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,700
2816,27,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,800
2817,27,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,500
2818,27,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,500
2819,27,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,900
2820,27,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,600
2821,27,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,500
2822,27,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,600
2823,27,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,900
2824,28, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,500
2825,28,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,800
2826,28,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,700
2827,28,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,900
2828,28,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,800
2829,28,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,800
2830,28,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,500
2831,28,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,700
2832,28,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,500
2833,28,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,600
2834,28,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,600
2835,28,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,700
2836,28,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,700
2837,29,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,500
2838,29,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,700
2839,29,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,800
2840,29,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,500
2841,29,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,700
2842,29,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,500
2843,29,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,800
2844,29,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,500
2845,29,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,600
2846,29,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,500
2847,29, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,600
2848,29,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,800
2849,29,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,500
2850,29,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,700
2851,29,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,700
2852,30,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,700
2853,30,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,800
2854,30,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,600
2855,30,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,700
2856,30,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,800
2857,30,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,600
2858,30, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,600
2859,30,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,800
2860,30,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,600
2861,30,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,800
2862,30,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,800
2863,30,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,800
2864,30,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,500
2865,31,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,700
2866,31,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,700
2867,31,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,600
2868,31,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,500
2869,31,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,700
2870,31,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,900
2871,31,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,600
2872,31,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,800
